0: 16.0 5.45 5.55 -46.62878523102084 -23.551368569079575 -46.63504195391411 -23.551185513618467
1: 16.0 5.45 5.55 -46.62878523102084 -23.551368569079575 -46.63504195391411 -23.551185513618467
2: 16.0 5.45 5.55 -46.62878523102084 -23.551368569079575 -46.63504195391411 -23.551185513618467
3: 16.0 5.45 5.55 -46.62878523102084 -23.551368569079575 -46.63504195391411 -23.551185513618467
4: 16.0 15.45 15.55 -46.63504195391411 -23.551185513618467 -46.62878523102084 -23.551368569079575
5: 16.0 15.45 15.55 -46.63504195391411 -23.551185513618467 -46.62878523102084 -23.551368569079575
6: 16.0 15.45 15.55 -46.63504195391411 -23.551185513618467 -46.62878523102084 -23.551368569079575
7: 16.0 15.45 15.55 -46.63504195391411 -23.551185513618467 -46.62878523102084 -23.551368569079575
8: 16.0 8.0 8.1 -46.62809376987491 -23.551691865840347 -46.63162117134782 -23.55099569188685
9: 16.0 8.0 8.1 -46.62809376987491 -23.551691865840347 -46.63162117134782 -23.55099569188685
10: 16.0 8.0 8.1 -46.62809376987491 -23.551691865840347 -46.63162117134782 -23.55099569188685
11: 16.0 8.0 8.1 -46.62809376987491 -23.551691865840347 -46.63162117134782 -23.55099569188685
12: 16.0 12.0 12.1 -46.63162117134782 -23.55099569188685 -46.62809376987491 -23.551691865840347
13: 16.0 12.0 12.1 -46.63162117134782 -23.55099569188685 -46.62809376987491 -23.551691865840347
14: 16.0 12.0 12.1 -46.63162117134782 -23.55099569188685 -46.62809376987491 -23.551691865840347
15: 16.0 12.0 12.1 -46.63162117134782 -23.55099569188685 -46.62809376987491 -23.551691865840347
16: 16.0 12.5 13.0 -46.62809376987491 -23.551691865840347 -46.63162117134782 -23.55099569188685
17: 16.0 12.5 13.0 -46.62809376987491 -23.551691865840347 -46.63162117134782 -23.55099569188685
18: 16.0 12.5 13.0 -46.62809376987491 -23.551691865840347 -46.63162117134782 -23.55099569188685
19: 16.0 12.5 13.0 -46.62809376987491 -23.551691865840347 -46.63162117134782 -23.55099569188685
20: 16.0 17.0 17.1 -46.63162117134782 -23.55099569188685 -46.62809376987491 -23.551691865840347
21: 16.0 17.0 17.1 -46.63162117134782 -23.55099569188685 -46.62809376987491 -23.551691865840347
22: 16.0 17.0 17.1 -46.63162117134782 -23.55099569188685 -46.62809376987491 -23.551691865840347
23: 16.0 17.0 17.1 -46.63162117134782 -23.55099569188685 -46.62809376987491 -23.551691865840347
24: 16.0 7.5 8.0 -46.62809376987491 -23.551691865840347 -46.630791616017426 -23.552033830730903
25: 16.0 7.5 8.0 -46.62809376987491 -23.551691865840347 -46.630791616017426 -23.552033830730903
26: 16.0 7.5 8.0 -46.62809376987491 -23.551691865840347 -46.630791616017426 -23.552033830730903
27: 16.0 7.5 8.0 -46.62809376987491 -23.551691865840347 -46.630791616017426 -23.552033830730903
28: 16.0 12.0 12.1 -46.630791616017426 -23.552033830730903 -46.62809376987491 -23.551691865840347
29: 16.0 12.0 12.1 -46.630791616017426 -23.552033830730903 -46.62809376987491 -23.551691865840347
30: 16.0 12.0 12.1 -46.630791616017426 -23.552033830730903 -46.62809376987491 -23.551691865840347
31: 16.0 12.0 12.1 -46.630791616017426 -23.552033830730903 -46.62809376987491 -23.551691865840347
32: 16.0 12.5 13.0 -46.62809376987491 -23.551691865840347 -46.630791616017426 -23.552033830730903
33: 16.0 12.5 13.0 -46.62809376987491 -23.551691865840347 -46.630791616017426 -23.552033830730903
34: 16.0 12.5 13.0 -46.62809376987491 -23.551691865840347 -46.630791616017426 -23.552033830730903
35: 16.0 12.5 13.0 -46.62809376987491 -23.551691865840347 -46.630791616017426 -23.552033830730903
36: 16.0 18.0 18.1 -46.630791616017426 -23.552033830730903 -46.62809376987491 -23.551691865840347
37: 16.0 18.0 18.1 -46.630791616017426 -23.552033830730903 -46.62809376987491 -23.551691865840347
38: 16.0 18.0 18.1 -46.630791616017426 -23.552033830730903 -46.62809376987491 -23.551691865840347
39: 16.0 18.0 18.1 -46.630791616017426 -23.552033830730903 -46.62809376987491 -23.551691865840347
40: 16.0 12.0 12.1 -46.63115979507188 -23.546151343073326 -46.62929272085548 -23.549629463338725
41: 16.0 12.0 12.1 -46.63115979507188 -23.546151343073326 -46.62929272085548 -23.549629463338725
42: 16.0 12.0 12.1 -46.63115979507188 -23.546151343073326 -46.62929272085548 -23.549629463338725
43: 16.0 13.0 13.03 -46.62929272085548 -23.549629463338725 -46.62875562908588 -23.550556165423856
44: 16.0 13.0 13.03 -46.62929272085548 -23.549629463338725 -46.62875562908588 -23.550556165423856
45: 16.0 13.0 13.03 -46.62929272085548 -23.549629463338725 -46.62875562908588 -23.550556165423856
46: 16.0 3.0 3.1 -46.62875562908588 -23.550556165423856 -46.63115979507188 -23.546151343073326
47: 16.0 3.0 3.1 -46.62875562908588 -23.550556165423856 -46.63115979507188 -23.546151343073326
48: 16.0 3.0 3.1 -46.62875562908588 -23.550556165423856 -46.63115979507188 -23.546151343073326
49: 16.0 8.3 8.45 -46.62875562908588 -23.550556165423856 -46.63572024742824 -23.550591421365485
50: 16.0 8.3 8.45 -46.62875562908588 -23.550556165423856 -46.63572024742824 -23.550591421365485
51: 16.0 8.3 8.45 -46.62875562908588 -23.550556165423856 -46.63572024742824 -23.550591421365485
52: 16.0 8.3 8.45 -46.62875562908588 -23.550556165423856 -46.63572024742824 -23.550591421365485
53: 16.0 17.0 17.15 -46.63572024742824 -23.550591421365485 -46.62875562908588 -23.550556165423856
54: 16.0 17.0 17.15 -46.63572024742824 -23.550591421365485 -46.62875562908588 -23.550556165423856
55: 16.0 17.0 17.15 -46.63572024742824 -23.550591421365485 -46.62875562908588 -23.550556165423856
56: 16.0 17.0 17.15 -46.63572024742824 -23.550591421365485 -46.62875562908588 -23.550556165423856
57: 16.0 8.1 8.2 -46.6289980218612 -23.551149616359577 -46.63153616442702 -23.55204408046552
58: 16.0 8.1 8.2 -46.6289980218612 -23.551149616359577 -46.63153616442702 -23.55204408046552
59: 16.0 8.1 8.2 -46.6289980218612 -23.551149616359577 -46.63153616442702 -23.55204408046552
60: 16.0 7.0 7.03 -46.62907681665174 -23.55118491148396 -46.62880704539958 -23.550754290223473
61: 16.0 7.0 7.03 -46.62907681665174 -23.55118491148396 -46.62880704539958 -23.550754290223473
62: 16.0 7.0 7.03 -46.62907681665174 -23.55118491148396 -46.62880704539958 -23.550754290223473
63: 16.0 13.0 13.02 -46.62880704539958 -23.550754290223473 -46.62907681665174 -23.55118491148396
64: 16.0 13.0 13.02 -46.62880704539958 -23.550754290223473 -46.62907681665174 -23.55118491148396
65: 16.0 13.0 13.02 -46.62880704539958 -23.550754290223473 -46.62907681665174 -23.55118491148396
66: 16.0 13.2 13.23 -46.62907681665174 -23.55118491148396 -46.62880704539958 -23.550754290223473
67: 16.0 13.2 13.23 -46.62907681665174 -23.55118491148396 -46.62880704539958 -23.550754290223473
68: 16.0 13.2 13.23 -46.62907681665174 -23.55118491148396 -46.62880704539958 -23.550754290223473
69: 16.0 15.0 15.03 -46.62880704539958 -23.550754290223473 -46.62907681665174 -23.55118491148396
70: 16.0 15.0 15.03 -46.62880704539958 -23.550754290223473 -46.62907681665174 -23.55118491148396
71: 16.0 15.0 15.03 -46.62880704539958 -23.550754290223473 -46.62907681665174 -23.55118491148396
72: 16.0 13.3 13.4 -46.63158468732078 -23.552007450750057 -46.633592100446435 -23.549584357301562
73: 16.0 13.3 13.4 -46.63158468732078 -23.552007450750057 -46.633592100446435 -23.549584357301562
74: 16.0 13.3 13.4 -46.63158468732078 -23.552007450750057 -46.633592100446435 -23.549584357301562
75: 16.0 13.3 13.4 -46.63158468732078 -23.552007450750057 -46.633592100446435 -23.549584357301562
76: 16.0 13.3 13.4 -46.63158468732078 -23.552007450750057 -46.633592100446435 -23.549584357301562
77: 16.0 13.3 13.4 -46.63158468732078 -23.552007450750057 -46.633592100446435 -23.549584357301562
78: 16.0 13.3 13.4 -46.63158468732078 -23.552007450750057 -46.633592100446435 -23.549584357301562
79: 16.0 13.3 13.4 -46.63158468732078 -23.552007450750057 -46.633592100446435 -23.549584357301562
80: 16.0 18.0 18.1 -46.633592100446435 -23.549584357301562 -46.63158468732078 -23.552007450750057
81: 16.0 18.0 18.1 -46.633592100446435 -23.549584357301562 -46.63158468732078 -23.552007450750057
82: 16.0 18.0 18.1 -46.633592100446435 -23.549584357301562 -46.63158468732078 -23.552007450750057
83: 16.0 18.0 18.1 -46.633592100446435 -23.549584357301562 -46.63158468732078 -23.552007450750057
84: 16.0 18.0 18.1 -46.633592100446435 -23.549584357301562 -46.63158468732078 -23.552007450750057
85: 16.0 18.0 18.1 -46.633592100446435 -23.549584357301562 -46.63158468732078 -23.552007450750057
86: 16.0 18.0 18.1 -46.633592100446435 -23.549584357301562 -46.63158468732078 -23.552007450750057
87: 16.0 18.0 18.1 -46.633592100446435 -23.549584357301562 -46.63158468732078 -23.552007450750057
88: 16.0 11.0 11.15 -46.62875562908588 -23.550556165423856 -46.63440759813121 -23.55137278526318
89: 16.0 11.0 11.15 -46.62875562908588 -23.550556165423856 -46.63440759813121 -23.55137278526318
90: 16.0 11.0 11.15 -46.62875562908588 -23.550556165423856 -46.63440759813121 -23.55137278526318
91: 16.0 11.0 11.15 -46.62875562908588 -23.550556165423856 -46.63440759813121 -23.55137278526318
92: 16.0 11.45 12.05 -46.63440759813121 -23.55137278526318 -46.62875562908588 -23.550556165423856
93: 16.0 11.45 12.05 -46.63440759813121 -23.55137278526318 -46.62875562908588 -23.550556165423856
94: 16.0 11.45 12.05 -46.63440759813121 -23.55137278526318 -46.62875562908588 -23.550556165423856
95: 16.0 11.45 12.05 -46.63440759813121 -23.55137278526318 -46.62875562908588 -23.550556165423856
96: 16.0 11.0 11.01 -46.62878523102084 -23.551368569079575 -46.628806376346915 -23.551494769711372
97: 16.0 11.0 11.01 -46.62878523102084 -23.551368569079575 -46.628806376346915 -23.551494769711372
98: 16.0 11.0 11.01 -46.62878523102084 -23.551368569079575 -46.628806376346915 -23.551494769711372
99: 16.0 11.0 11.01 -46.62878523102084 -23.551368569079575 -46.628806376346915 -23.551494769711372
100: 16.0 13.0 13.01 -46.628806376346915 -23.551494769711372 -46.62878523102084 -23.551368569079575
101: 16.0 13.0 13.01 -46.628806376346915 -23.551494769711372 -46.62878523102084 -23.551368569079575
102: 16.0 13.0 13.01 -46.628806376346915 -23.551494769711372 -46.62878523102084 -23.551368569079575
103: 16.0 13.0 13.01 -46.628806376346915 -23.551494769711372 -46.62878523102084 -23.551368569079575
104: 16.0 15.2 15.21 -46.62878523102084 -23.551368569079575 -46.628806376346915 -23.551494769711372
105: 16.0 15.2 15.21 -46.62878523102084 -23.551368569079575 -46.628806376346915 -23.551494769711372
106: 16.0 15.2 15.21 -46.62878523102084 -23.551368569079575 -46.628806376346915 -23.551494769711372
107: 16.0 15.2 15.21 -46.62878523102084 -23.551368569079575 -46.628806376346915 -23.551494769711372
108: 16.0 23.5 23.55 -46.628806376346915 -23.551494769711372 -46.62878523102084 -23.551368569079575
109: 16.0 23.5 23.55 -46.628806376346915 -23.551494769711372 -46.62878523102084 -23.551368569079575
110: 16.0 23.5 23.55 -46.628806376346915 -23.551494769711372 -46.62878523102084 -23.551368569079575
